rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
7199	TSEN15	tRNA splicing endonuclease 15 homolog (S. cerevisiae)	550	15	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7200	TSC22D4	TSC22 domain family, member 4	1200	29	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7201	TSC22D3	TSC22 domain family, member 3	735	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7202	TSC22D2	TSC22 domain family, member 2	2355	110	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7203	TSC22D1	TSC22 domain family, member 1	3357	1	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7204	TRYX3	protease, serine, 58	748	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7205	TRUB2	TruB pseudouridine (psi) synthase homolog 2 (E. coli)	1245	48	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7206	TRPV6	transient receptor potential cation channel, subfamily V, member 6	2234	34	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7207	TRPV4	transient receptor potential cation channel, subfamily V, member 4	2676	43	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7208	TRPV3	transient receptor potential cation channel, subfamily V, member 3	2441	10	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7209	TRPV2	transient receptor potential cation channel, subfamily V, member 2	2347	18	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7210	TRPM7	transient receptor potential cation channel, subfamily M, member 7	5750	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7211	TRPM5	transient receptor potential cation channel, subfamily M, member 5	3592	37	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7212	TRPM4	transient receptor potential cation channel, subfamily M, member 4	3780	10	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7213	TRPC7	transient receptor potential cation channel, subfamily C, member 7	2633	76	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7214	TRPC6	transient receptor potential cation channel, subfamily C, member 6	2844	22	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7215	TRPC3	transient receptor potential cation channel, subfamily C, member 3	2814	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7216	TRPC1	transient receptor potential cation channel, subfamily C, member 1	2324	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7217	TROVE2	TROVE domain family, member 2	1775	22	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7218	TROAP	trophinin associated protein (tastin)	2493	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7219	TRO	trophinin	4488	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7220	TRNT1	tRNA nucleotidyl transferase, CCA-adding, 1	1333	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7221	TRNP1	TMF1-regulated nuclear protein 1	686	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7222	TRNAU1AP	tRNA selenocysteine 1 associated protein 1	898	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7223	TRMU	tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase	1306	49	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7224	TRMT61A	tRNA methyltransferase 61 homolog A (S. cerevisiae)	882	55	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7225	TRMT6	tRNA methyltransferase 6 homolog (S. cerevisiae)	1794	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7226	TRMT5	TRM5 tRNA methyltransferase 5 homolog (S. cerevisiae)	1767	28	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7227	TRMT2B	tRNA methyltransferase 2 homolog B (S. cerevisiae)	1563	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7228	TRMT12	tRNA methyltransferase 12 homolog (S. cerevisiae)	1349	17	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7229	TRMT112	tRNA methyltransferase 11-2 homolog (S. cerevisiae)	646	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7230	TRMT11	tRNA methyltransferase 11 homolog (S. cerevisiae)	1440	45	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7231	TRIT1	tRNA isopentenyltransferase 1	1446	106	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7232	TRIP6	thyroid hormone receptor interactor 6	1885	106	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7233	TRIML2	tripartite motif family-like 2	1192	15	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7234	TRIML1	tripartite motif family-like 1	1428	15	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7235	TRIM8	tripartite motif-containing 8	1676	79	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7236	TRIM74	tripartite motif-containing 74	769	16	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7237	TRIM73	tripartite motif-containing 73	769	16	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7238	TRIM71	tripartite motif-containing 71	2621	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7239	TRIM68	tripartite motif-containing 68	1482	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7240	TRIM65	tripartite motif-containing 65	1581	66	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7241	TRIM64B	tripartite motif containing 64B	1370	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7242	TRIM64	tripartite motif-containing 64	1370	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7243	TRIM63	tripartite motif-containing 63	1094	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7244	TRIM62	tripartite motif-containing 62	1444	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7245	TRIM61	tripartite motif-containing 61	874	27	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7246	TRIM6-TRIM34	TRIM6-TRIM34	3175	17	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7247	TRIM6	tripartite motif-containing 6	1579	16	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7248	TRIM59	tripartite motif-containing 59	1216	25	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7249	TRIM56	tripartite motif-containing 56	2275	37	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7250	TRIM55	tripartite motif-containing 55	1775	15	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7251	TRIM54	tripartite motif-containing 54	1238	126	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7252	TRIM50	tripartite motif-containing 50	1568	10	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7253	TRIM5	tripartite motif-containing 5	1745	74	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7254	TRIM49L		2766	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7255	TRIM49	tripartite motif-containing 49	1383	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7256	TRIM48	tripartite motif-containing 48	696	34	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7257	TRIM47	tripartite motif-containing 47	1939	69	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7258	TRIM43B	tripartite motif containing 43B	1365	0	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7259	TRIM43	tripartite motif-containing 43	1365	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7260	TRIM42	tripartite motif-containing 42	2188	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7261	TRIM40	tripartite motif-containing 40	706	10	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7262	TRIM4	tripartite motif-containing 4	1527	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7263	TRIM38	tripartite motif-containing 38	1418	22	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7264	TRIM36	tripartite motif-containing 36	2471	4	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7265	TRIM35	tripartite motif-containing 35	1504	39	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7266	TRIM34	tripartite motif-containing 34	1597	3	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7267	TRIM32	tripartite motif-containing 32	1969	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7268	TRIM31	tripartite motif-containing 31	1310	18	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7269	TRIM28	tripartite motif-containing 28	2572	18	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7270	TRIM27	tripartite motif-containing 27	1570	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7271	TRIM23	tripartite motif-containing 23	1877	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7272	TRIM22	tripartite motif-containing 22	1525	33	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7273	TRIM2	tripartite motif-containing 2	2362	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7274	TRIM16L	tripartite motif-containing 16-like	1063	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7275	TRIM16	tripartite motif-containing 16	1715	2	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7276	TRIM14	tripartite motif-containing 14	1781	40	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7277	TRIM13	tripartite motif-containing 13	1812	26	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7278	TRIL	TLR4 interactor with leucine-rich repeats	2436	167	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7279	TRIB3	tribbles homolog 3 (Drosophila)	1087	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7280	TRIB2	tribbles homolog 2 (Drosophila)	1040	67	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7281	TRIB1	tribbles homolog 1 (Drosophila)	1127	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7282	TRIAP1	TP53 regulated inhibitor of apoptosis 1	499	17	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7283	TRHR	thyrotropin-releasing hormone receptor	1203	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7284	TRHDE	thyrotropin-releasing hormone degrading enzyme	3149	9	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7285	TRH	thyrotropin-releasing hormone	737	14	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7286	TREX2	three prime repair exonuclease 2	719	54	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7287	TREX1	three prime repair exonuclease 1	1761	64	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7288	TRERF1	transcriptional regulating factor 1	3655	24	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7289	TREML4	triggering receptor expressed on myeloid cells-like 4	623	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7290	TREML2	triggering receptor expressed on myeloid cells-like 2	983	24	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7291	TREML1	triggering receptor expressed on myeloid cells-like 1	956	24	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7292	TREM2	triggering receptor expressed on myeloid cells 2	711	24	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7293	TREM1	triggering receptor expressed on myeloid cells 1	719	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7294	TREH	trehalase (brush-border membrane glycoprotein)	1809	28	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7295	TRDN	triadin	2352	0	1	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7296	TRDMT1	tRNA aspartic acid methyltransferase 1	1218	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7297	TRAT1	T cell receptor associated transmembrane adaptor 1	583	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7298	TRAPPC6B	trafficking protein particle complex 6B	497	63	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7299	TRAPPC5	trafficking protein particle complex 5	778	3	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7300	TRAPPC4	trafficking protein particle complex 4	1142	271	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7301	TRAPPC3	trafficking protein particle complex 3	561	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7302	TRAPPC2L	trafficking protein particle complex 2-like	441	57	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7303	TRAPPC1	trafficking protein particle complex 1	915	21	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7304	TRAM2	translocation associated membrane protein 2	1153	97	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7305	TRAM1L1	translocation associated membrane protein 1-like 1	1110	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7306	TRAM1	translocation associated membrane protein 1	1165	31	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7307	TRAK2	trafficking protein, kinesin binding 2	2801	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7308	TRAIP	TRAF interacting protein	1708	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7309	TRAFD1	TRAF-type zinc finger domain containing 1	1793	38	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7310	TRAF6	TNF receptor-associated factor 6	1593	7	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7311	TRAF5	TNF receptor-associated factor 5	1713	35	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7312	TRAF3	TNF receptor-associated factor 3	1747	25	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7313	TRAF1	TNF receptor-associated factor 1	1275	32	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7314	TRADD	TNFRSF1A-associated via death domain	955	198	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7315	TRA2B	transformer 2 beta homolog (Drosophila)	899	35	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7316	TRA2A	transformer 2 alpha homolog (Drosophila)	877	85	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7317	TPT1	tumor protein, translationally-controlled 1	541	25	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7318	TPSG1	tryptase gamma 1	990	41	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7319	TPSD1	tryptase delta 1	747	18	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7320	TPSB2	tryptase beta 2	847	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7321	TPSAB1	tryptase alpha/beta 1	846	21	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7322	TPRX1	tetra-peptide repeat homeobox 1	1242	94	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7323	TPRKB	TP53RK binding protein	544	56	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7324	TPRG1L	tumor protein p63 regulated 1-like	837	48	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7325	TPRG1	tumor protein p63 regulated 1	848	32	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7326	TPRA1	transmembrane protein, adipocyte asscociated 1	1162	100	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7327	TPPP3	tubulin polymerization-promoting protein family member 3	750	14	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7328	TPPP2	tubulin polymerization-promoting protein family member 2	527	17	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7329	TPP2	tripeptidyl peptidase II	3863	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7330	TPO	thyroid peroxidase	2865	23	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7331	TPMT	thiopurine S-methyltransferase	770	14	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7332	TPM4	tropomyosin 4	1021	123	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7333	TPM2	tropomyosin 2 (beta)	1054	34	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7334	TPK1	thiamin pyrophosphokinase 1	764	47	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7335	TPH2	tryptophan hydroxylase 2	1514	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7336	TPD52L3	tumor protein D52-like 3	505	43	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7337	TPD52L2	tumor protein D52-like 2	874	26	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7338	TPD52L1	tumor protein D52-like 1	639	14	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7339	TPD52	tumor protein D52	793	77	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7340	TPCN2	two pore segment channel 2	2355	28	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7341	TPCN1	two pore segment channel 1	2779	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7342	TPBG	trophoblast glycoprotein	1263	45	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7343	TP53TG3B	TP53 target 3B	1137	36	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7344	TP53TG3	TP53 target 3	1137	36	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7345	TP53RK	TP53 regulating kinase	766	50	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7346	TP53INP2	tumor protein p53 inducible nuclear protein 2	675	2	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7347	TP53INP1	tumor protein p53 inducible nuclear protein 1	759	138	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7348	TP53I13	tumor protein p53 inducible protein 13	1486	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7349	TP53I11	tumor protein p53 inducible protein 11	594	103	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7350	TP53BP2	tumor protein p53 binding protein, 2	3473	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7351	TP53AIP1	tumor protein p53 regulated apoptosis inducing protein 1	331	75	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7352	TOX4	TOX high mobility group box family member 4	2332	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7353	TOX2	TOX high mobility group box family member 2	1685	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7354	TOX	thymocyte selection-associated high mobility group box	1613	17	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7355	TOR2A	torsin family 2, member A	1151	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7356	TOR1B	torsin family 1, member B (torsin B)	1029	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7357	TOR1AIP2	torsin A interacting protein 2	1822	28	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7358	TOR1A	torsin family 1, member A (torsin A)	1017	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7359	TOP3B	topoisomerase (DNA) III beta	2659	48	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7360	TOP2A	topoisomerase (DNA) II alpha 170kDa	4732	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7361	TOMM7	translocase of outer mitochondrial membrane 7 homolog (yeast)	178	100	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7362	TOMM6	translocase of outer mitochondrial membrane 6 homolog (yeast)	929	95	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7363	TOMM5	translocase of outer mitochondrial membrane 5 homolog (yeast)	319	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7364	TOMM40L	translocase of outer mitochondrial membrane 40 homolog (yeast)-like	1254	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7365	TOMM40	translocase of outer mitochondrial membrane 40 homolog (yeast)	1159	64	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7366	TOMM22	translocase of outer mitochondrial membrane 22 homolog (yeast)	443	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7367	TOMM20L	translocase of outer mitochondrial membrane 20 homolog (yeast)-like	479	102	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7368	TOMM20	translocase of outer mitochondrial membrane 20 homolog (yeast)	683	111	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7369	TOM1L2	target of myb1-like 2 (chicken)	1580	96	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7370	TOM1L1	target of myb1 (chicken)-like 1	1490	47	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7371	TOM1	target of myb1 (chicken)	1538	80	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7372	TOLLIP	toll interacting protein	845	47	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7373	TOE1	target of EGR1, member 1 (nuclear)	1597	112	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7374	TOB2	transducer of ERBB2, 2	1039	25	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7375	TOB1	transducer of ERBB2, 1	1040	94	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7376	TNS4	tensin 4	2196	23	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7377	TNS1	tensin 1	5320	56	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7378	TNPO3	transportin 3	2860	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7379	TNPO2	transportin 2 (importin 3, karyopherin beta 2b)	2792	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7380	TNPO1	transportin 1	2793	30	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7381	TNP2	transition protein 2 (during histone to protamine replacement)	423	144	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7382	TNP1	transition protein 1 (during histone to protamine replacement)	175	38	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7383	TNNT3	troponin T type 3 (skeletal, fast)	923	25	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7384	TNNT2	troponin T type 2 (cardiac)	979	27	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7385	TNNI3	troponin I type 3 (cardiac)	1237	56	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7386	TNNI2	troponin I type 2 (skeletal, fast)	1149	5	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7387	TNNI1	troponin I type 1 (skeletal, slow)	592	27	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7388	TNNC1	troponin C type 1 (slow)	554	115	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7389	TNMD	tenomodulin	978	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7390	TNIP3	TNFAIP3 interacting protein 3	1022	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7391	TNIP2	TNFAIP3 interacting protein 2	1316	50	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7392	TNFSF8	tumor necrosis factor (ligand) superfamily, member 8	717	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7393	TNFSF4	tumor necrosis factor (ligand) superfamily, member 4 (tax-transcriptionally activated glycoprotein 1, 34kDa)	560	44	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7394	TNFSF18	tumor necrosis factor (ligand) superfamily, member 18	609	55	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7395	TNFSF15	tumor necrosis factor (ligand) superfamily, member 15	769	47	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7396	TNFSF14	tumor necrosis factor (ligand) superfamily, member 14	739	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7397	TNFSF13B	tumor necrosis factor (ligand) superfamily, member 13b	880	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7398	TNFSF13	tumor necrosis factor (ligand) superfamily, member 13	1146	45	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7399	TNFSF12-TNFSF13	TNFSF12-TNFSF13	1339	45	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7400	TNFSF12	tumor necrosis factor (ligand) superfamily, member 12	778	45	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7401	TNFSF11	tumor necrosis factor (ligand) superfamily, member 11	970	28	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7402	TNFSF10	tumor necrosis factor (ligand) superfamily, member 10	864	106	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7403	TNFRSF8	tumor necrosis factor receptor superfamily, member 8	1846	55	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7404	TNFRSF6B	tumor necrosis factor receptor superfamily, member 6b, decoy	1886	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7405	TNFRSF25	tumor necrosis factor receptor superfamily, member 25	1697	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7406	TNFRSF1B	tumor necrosis factor receptor superfamily, member 1B	1424	59	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7407	TNFRSF19	tumor necrosis factor receptor superfamily, member 19	1315	1	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7408	TNFRSF18	tumor necrosis factor receptor superfamily, member 18	997	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7409	TNFRSF14	tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator)	880	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7410	TNFRSF13C	tumor necrosis factor receptor superfamily, member 13C	565	131	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7411	TNFRSF13B	tumor necrosis factor receptor superfamily, member 13B	900	17	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7412	TNFRSF12A	tumor necrosis factor receptor superfamily, member 12A	404	50	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7413	TNFRSF10D	tumor necrosis factor receptor superfamily, member 10d, decoy with truncated death domain	1195	92	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7414	TNFRSF10C	tumor necrosis factor receptor superfamily, member 10c, decoy without an intracellular domain	796	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7415	TNFRSF10B	tumor necrosis factor receptor superfamily, member 10b	1355	192	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7416	TNFAIP8L3	tumor necrosis factor, alpha-induced protein 8-like 3	889	22	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7417	TNFAIP8L2	tumor necrosis factor, alpha-induced protein 8-like 2	559	85	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7418	TNFAIP8L1	tumor necrosis factor, alpha-induced protein 8-like 1	565	17	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7419	TNFAIP8	tumor necrosis factor, alpha-induced protein 8	605	36	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
